timestamp,train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
20250216_181847,0.7120938300490127,0.7117888244381569,0.7120938300490127,0.7118367321499658,0.7101929841546455,0.7098806265982558,0.7101929841546455,0.7099654376271493
20250216_182448,0.7060973395994272,0.7061320444631769,0.7060973395994272,0.7061140679185116,0.7048923742214477,0.7050374517063803,0.7048923742214477,0.7049568935881373
20250216_183047,0.6693196716351681,0.6865019833317622,0.6693196716351681,0.6664119521648334,0.6673201665214444,0.6853133699606465,0.6673201665214444,0.6645858917501448
20250216_183651,0.7444401863692289,0.7593560480602717,0.7444401863692289,0.7431837265563086,0.7397134282118307,0.755252180752175,0.7397134282118307,0.7385552533439493
20250216_184301,0.7419713991811049,0.7442658758131322,0.7419713991811049,0.7422088183944046,0.7385032432955756,0.7412380357229659,0.7385032432955756,0.7388007996300985
20250216_184908,0.7238488069545573,0.7334682293414096,0.7238488069545573,0.7232662682720261,0.720229451060122,0.7307687825047929,0.720229451060122,0.7196967414423856
20250216_185559,0.7255208858589323,0.7571658237961768,0.7255208858589323,0.7209269193147823,0.721471907574144,0.7542615501865355,0.721471907574144,0.71693258064571
20250216_190244,0.7255874462978277,0.72528905052457,0.7255874462978277,0.7252904173129997,0.7235695614289863,0.7232397763840869,0.7235695614289863,0.7232944909414026
20250216_190926,0.6865084007341818,0.7108005139158496,0.6865084007341818,0.6822071347060115,0.6851179526898377,0.7104995616881814,0.6851179526898377,0.6809731561596201
20250216_191518,0.7629117166542286,0.7681800257359668,0.7629117166542286,0.7629542390738874,0.7596653435311582,0.7654668445581437,0.7596653435311582,0.7597727753213196
20250216_192105,0.7236955162467981,0.7239993728770152,0.7236955162467981,0.7238069830824301,0.720632846032207,0.7211069134787366,0.720632846032207,0.7207964777455139
20250216_192653,0.7079650658544948,0.7084469405549144,0.7079650658544948,0.7081241446854907,0.7066189047019718,0.7072331610469279,0.7066189047019718,0.7068198110771913
20250216_193254,0.7722241271506082,0.7732301490227917,0.7722241271506082,0.7724132677061648,0.7702826991964372,0.7714844984727,0.7702826991964372,0.7705147024136928
20250216_193852,0.7678815627584259,0.7678217588038839,0.7678815627584259,0.7673959205988035,0.7656355891180172,0.765439534643834,0.7656355891180172,0.7651817233867775
20250216_194451,0.7580407027168761,0.7578267419732269,0.7580407027168761,0.7577566587117058,0.7562042146706683,0.7559438516309939,0.7562042146706683,0.7559436586714066
20250216_195134,0.7713427055809919,0.7747182806554189,0.7713427055809919,0.7715146311887178,0.768612644012005,0.7724903730073602,0.768612644012005,0.7688392784730456
20250216_195815,0.7717924927892857,0.773484447694208,0.7717924927892857,0.7720060162358264,0.7692661438667828,0.7712216292735088,0.7692661438667828,0.769529891015932
20250216_200500,0.7632384678997156,0.7637462781592855,0.7632384678997156,0.7633799892900502,0.7611337012295478,0.7618626297314824,0.7611337012295478,0.7613247475742579
20250216_200833,0.682428044131588,0.7134992566639538,0.682428044131588,0.6762180940743076,0.6793897440862298,0.7114654318819417,0.6793897440862298,0.6733336929789764
20250216_201206,0.5374594082171887,0.6190306083753988,0.5374594082171887,0.39058078284596914,0.5413560525381612,0.6225807093638837,0.5413560525381612,0.3959449970515066
20250216_201539,0.5794066036023316,0.6942421383783284,0.5794066036023316,0.5266657380180773,0.5766127730983961,0.6927236855326346,0.5766127730983961,0.5242907824307829
20250216_201925,0.6573609794469433,0.6812517487118904,0.6573609794469433,0.6520776653644932,0.6566221318617484,0.6812093842171564,0.6566221318617484,0.6516751548237857
20250216_202308,0.6101635773210432,0.6646446320692518,0.6101635773210432,0.5887752871901063,0.6085293832897667,0.6646956849719192,0.6085293832897667,0.5874658606294199
20250216_202653,0.594868795256056,0.5935122976893692,0.594868795256056,0.5933454553146973,0.5944508987639978,0.5929532200041685,0.5944508987639978,0.59296741547577
20250216_203103,0.6745275217329918,0.6923993124268829,0.6745275217329918,0.6715551544036514,0.6742746958401911,0.6932886225077031,0.6742746958401911,0.6714302178894147
20250216_203511,0.666635067266383,0.6670948593365046,0.666635067266383,0.666802285521909,0.6662148642979314,0.6668961912768023,0.6662148642979314,0.666449006986764
20250216_203920,0.5306379717218984,0.2815766570331303,0.5306379717218984,0.3679206477758673,0.5339658566495628,0.2851195360675014,0.5339658566495628,0.37174169794137396
20250216_204251,0.7456624780653099,0.7541851405204038,0.7456624780653099,0.745325911433893,0.7440055507148159,0.7529922126694538,0.7440055507148159,0.7437726922932988
20250216_204622,0.7231307610076847,0.7232100050251352,0.7231307610076847,0.7231668792637866,0.7226740245909575,0.7227997834725116,0.7226740245909575,0.7227299632454462
20250216_223933,0.9942588642297229,0.9943036220920103,0.9942588642297229,0.9942603929876065,0.8360021944686481,0.8380152278510948,0.8360021944686481,0.8351280579983789
20250216_224018,0.9942653185701055,0.9943101341014395,0.9942653185701055,0.9942668466014246,0.8358537451189209,0.837768013354056,0.8358537451189209,0.8350025731177756
